#Gene Name	Gene ID	LSV ID	E(PSI) per LSV junction	Var(E(PSI)) per LSV junction	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions	chr	strand	Junctions coords	Exons coords	IR coords	UCSC LSV Link
DPM1	ENSG00000000419	ENSG00000000419:s:49558568-49558663	0.45145377496286;0.0373173114101548;0.511228913626985	0.0012649168911246997;0.0023402899003688304;0.0006688617971475005	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1	False	True	True	3	4	1;1;0	20	-	49557746-49558568;49557470-49558568;49552799-49558568	49552685-49552799;49557402-49557495;49557642-49557746;49558568-49558663		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=20%3A49558663-49552685
DPM1	ENSG00000000419	ENSG00000000419:t:49552685-49552799	0.454714754770945;0.545285245229055	0.0004274140500868345;0.0004274863436748433	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0;1	20	-	49552799-49558568;49552799-49557402	49552685-49552799;49557402-49557495;49558568-49558663		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=20%3A49558663-49552685
DPM1	ENSG00000000419	ENSG00000000419:t:49557402-49557495	0.498396023118713;0.501603976881287	0.00080388551542665;0.0008038617412908277	t|1e1.1o1|2e1.1o1|2e2.2o2|3e3.1o1|3e4.1o2|3e4.2o2	True	True	True	2	5	1;1	20	-	49557470-49558568;49557470-49557666	49557402-49557495;49557642-49557746;49558568-49558663		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=20%3A49558663-49557402
FGR	ENSG00000000938	ENSG00000000938:s:27948070-27948168	0.45341719803319;0.390215481013162;0.0296228481504228;0.126744472803225	8.80712414425791e-05;0.0010162627719820794;0.0006946922450029075;8.80712414425791e-05	s|1e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1	True	False	True	4	6	0;1;0;0	1	-	27945684-27948070;27943807-27948070;27943517-27948070;27942355-27948070	27942200-27942355;27943368-27943517;27943704-27943807;27945468-27945684;27948070-27948168		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=1%3A27948168-27942200
FGR	ENSG00000000938	ENSG00000000938:s:27949895-27950573	0.482802571771302;0.0808620493362421;0.192658295872851;0.243677083019605	0.008581269657175872;0.00015838659623926727;0.00015838659623926727;0.008627438626806372	s|1e2.1o2|1e2.2o2|1e3.1o1|2e4.1o2|i	True	True	True	4	4	1;0;0;0	1	-	27949655-27950202;27949614-27950202;27948168-27950202;27949656-27949894	27948070-27948168;27949553-27949655;27949895-27950573	27949656-27949894	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=1%3A27950573-27948070
FGR	ENSG00000000938	ENSG00000000938:s:27951391-27951662	0.50271988403414;0.464832076881403;0.0283129741498762;0.00413506493458071	0.0041274532760010585;0.00013554232243921348;0.00013554232243921348;0.0038413607967265374	s|1e1.2o3|1e2.1o2|1e3.1o1|2e4.2o3|i	True	False	True	4	5	1;0;0;0	1	-	27950440-27951600;27949655-27951600;27948168-27951600;27950574-27951390	27948070-27948168;27949553-27949655;27949895-27950573;27951391-27951662	27950574-27951390	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=1%3A27951662-27948070
FGR	ENSG00000000938	ENSG00000000938:s:27961576-27961788	0.463413561673239;0.516479684386281;0.0201067539404799	0.0029631520928346915;0.0036674045762772334;0.0006394964360094802	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	3	5	0;1;0	1	-	27953681-27961576;27951662-27961576;27943517-27961576	27943368-27943517;27951391-27951662;27953559-27953681;27961576-27961788		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=1%3A27961788-27943368
FGR	ENSG00000000938	ENSG00000000938:t:27942200-27942355	0.458683189988086;0.541316810011914	0.0001166916217111655;0.00011659946370490282	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0;1	1	-	27942355-27948070;27942355-27943368	27942200-27942355;27943368-27943517;27948070-27948168		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=1%3A27948168-27942200
FGR	ENSG00000000938	ENSG00000000938:t:27943368-27943517	0.456403264858002;0.377895723659278;0.0353212826305218;0.130379728852199	0.0001603856331849368;0.0011376186705501785;0.0001603856331849368;0.0016227477171508742	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	True	False	True	4	5	0;0;0;1	1	-	27943517-27961576;27943517-27948070;27943517-27945468;27943517-27943704	27943368-27943517;27943704-27943807;27945468-27945684;27948070-27948168;27961576-27961788		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=1%3A27961788-27943368
FGR	ENSG00000000938	ENSG00000000938:t:27943704-27943807	0.449522574251849;0.550477425748151	0.0002254618277333087;0.00022552225705393258	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	False	False	True	2	5	1;0	1	-	27943807-27948070;27943807-27945468	27943704-27943807;27945468-27945684;27948070-27948168		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh37&position=1%3A27948168-27943704
